tissue,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_id,direction,stat,shrunk_log2FoldChange
leaf,326.387432873048,-1.02304887618481,0.277784254458022,1.15705544103947e-05,0.0001607072530924,Solyc02g080490.3,down,,
leaf,5.39137894453323,-2.86870852846981,1.17379215844625,1.1706267558714e-05,0.0001618309136359,Solyc01g056310.3,down,,
leaf,433.124844328647,-1.27143811579696,0.340230290618234,1.17845782669283e-05,0.0001626901819413,Solyc09g010940.3,down,,
leaf,3.99299792059701,-1.85041906512976,0.522910685373856,1.19447130624074e-05,0.000164675161193,Solyc01g088010.1,down,,
leaf,25.7788525652707,-1.0100988553185,0.27519341055609,1.19408401931683e-05,0.000164675161193,Solyc08g042000.3,down,,
leaf,8.32696076862978,1.46936869063253,0.394955337420572,1.19884160764862e-05,0.000165164621486,Solyc12g042300.2,up,,
leaf,27.9583415517709,-1.76035692224842,0.490035023585077,1.21494474670974e-05,0.0001671544883075,Solyc02g090770.1,down,,
leaf,77.3267449829465,-1.15803159693718,0.31228048281742,1.2173773361112e-05,0.0001673748416652,Solyc02g078240.3,down,,
leaf,12.6450905786544,-2.19975815664538,0.678232921595961,1.22460395191138e-05,0.0001681388738882,Solyc01g079170.3,down,,
leaf,68.0909340747105,-1.08204246513491,0.293586829746869,1.22620335258731e-05,0.0001682437869742,Solyc02g069960.3,down,,
leaf,8.62491880967834,1.42111389004402,0.381892274855315,1.23042233202719e-05,0.0001687077373158,Solyc00g042840.1,up,,
leaf,545.236613807744,-1.59398241962858,0.434485848020215,1.25007590939224e-05,0.0001711556138542,Solyc04g081460.2,down,,
leaf,173.434050677964,-1.41448533433677,0.380622910604423,1.25519425770832e-05,0.0001714441674086,Solyc01g099140.3,down,,
leaf,156.638830609089,-1.27643408564878,0.343173375923563,1.25473370658136e-05,0.0001714441674086,Solyc06g065040.3,down,,
leaf,72.3806103516335,-1.20818427705852,0.325633593269697,1.25548677851112e-05,0.0001714441674086,Solyc12g014480.2,down,,
leaf,6.11096516345604,-1.81601232837167,0.512163673733002,1.25637267625097e-05,0.0001714489054542,Solyc00g231780.2,down,,
leaf,43.8554001107139,1.07278608146211,0.291916151983339,1.26223141436564e-05,0.0001721317884099,Solyc07g005540.1,up,,
leaf,17.2833652748008,-1.74053989002034,0.485355191597767,1.2856603801181e-05,0.0001748532841076,Solyc00g014830.3,down,,
leaf,644.092934179077,-1.28708907118318,0.346765251128256,1.29281675467995e-05,0.0001755894475574,Solyc11g069940.1,down,,
leaf,16.0759744374591,-1.71485916109442,0.476665437217447,1.29931600968031e-05,0.0001761159022004,Solyc11g021290.2,down,,
leaf,98.4555751422677,-1.46968817111198,0.3976637189057,1.30059036872668e-05,0.0001761700820907,Solyc09g065100.2,down,,
leaf,779.506620383999,-1.66195286252076,0.458494004309414,1.3034265070759e-05,0.000176237457238,ENSRNA050030404,down,,
leaf,101.612736586462,1.32782435627647,0.357952160560466,1.30898501549173e-05,0.0001768314968613,Solyc02g068310.3,up,,
leaf,33.4190822422313,-1.42161596646732,0.383967705722401,1.31039483836322e-05,0.000176903303179,Solyc11g066950.2,down,,
leaf,3.8190405602415,1.79464531330427,0.506645590891923,1.3264741297639e-05,0.0001787146616836,Solyc05g009640.3,up,,
leaf,13.8545146588,-1.96110045278558,0.573485838074229,1.33076336857446e-05,0.0001791726989961,Solyc09g005610.3,down,,
leaf,1121.19461367392,-1.60202435996296,0.440314579879665,1.36347299559026e-05,0.0001828433626975,ENSRNA050029649,down,,
leaf,1341.59833239498,1.5377601129938,0.420227110134931,1.3778909344282e-05,0.000184408499676,Solyc05g053610.3,up,,
leaf,14.9494421805716,-1.3513686350495,0.36598424998509,1.38547291775821e-05,0.000185240181926,Solyc10g018140.2,down,,
leaf,31.3933209264556,-1.92980914091237,0.562733408732751,1.39014234976557e-05,0.0001856307520351,Solyc07g049460.3,down,,
leaf,438.829577964614,1.06787961024457,0.292793039332333,1.39070998322426e-05,0.0001856307520351,Solyc09g098030.3,up,,
leaf,3.29033058322047,-2.5088686572285,0.872007127765975,1.40334433667817e-05,0.0001871931233733,Solyc05g005830.3,down,,
leaf,86.5015026512694,1.42049263313282,0.385835033017695,1.40563008986642e-05,0.0001873015968768,Solyc08g066490.3,up,,
leaf,47.285057348086,2.03062288140598,0.607914781383624,1.41797670715165e-05,0.0001886452234838,Solyc05g016690.3,up,,
leaf,245.974928761918,1.09281867768883,0.29974418903601,1.43481051131478e-05,0.0001903817741693,Solyc03g093240.3,up,,
leaf,114.871283630547,-1.86886078062873,0.539564168442013,1.43926368456245e-05,0.0001907213758845,Solyc07g055560.3,down,,
leaf,321.636502497367,-1.0802255478162,0.297161640413329,1.4726633690075e-05,0.0001947628731355,Solyc07g061990.3,down,,
leaf,6.75546579080524,-2.4319158628482,0.827007440862701,1.47378529503969e-05,0.0001947833557263,Solyc00g094540.1,down,,
leaf,7.45481453464484,1.71277982407759,0.481788135901317,1.48863109829942e-05,0.0001964875988332,Solyc08g006550.3,up,,
leaf,248.200009867844,1.60101725714691,0.443342221900427,1.48859014831861e-05,0.0001964875988332,Solyc08g014130.3,up,,
leaf,969.4876064965,1.14187083600732,0.313077456454766,1.49485920496479e-05,0.0001970514012199,Solyc09g056385.1,up,,
leaf,84.4080810280775,-1.25438031343336,0.342195730684901,1.50161244855291e-05,0.0001978121513325,Solyc04g077220.3,down,,
leaf,141.882498980631,1.14528492974674,0.314124459031894,1.50609189893471e-05,0.0001982725688126,Solyc09g008940.3,up,,
leaf,19.0078950594281,1.03298816964527,0.285952881507302,1.52229424328692e-05,0.0001998829898845,Solyc05g041440.3,up,,
leaf,100.608801705651,1.15039098685527,0.315900827012838,1.53600915209467e-05,0.0002013701351896,Solyc08g068850.3,up,,
leaf,485.636595658776,1.06339132479014,0.293859603334114,1.53661949054947e-05,0.0002013701351896,Solyc11g008870.2,up,,
leaf,25.6347370919536,-1.22093175493001,0.334091282817518,1.53864780406376e-05,0.0002015048379028,Solyc06g008560.2,down,,
leaf,85.0270648801737,-1.63311265690277,0.455776669390346,1.55377322247855e-05,0.0002030895538427,Solyc06g084370.1,down,,
leaf,20.7885595926636,1.91226329930906,0.563499046203663,1.60532205830029e-05,0.0002084745125614,Solyc07g018290.3,up,,
leaf,684.040683133161,-1.04853319855661,0.291147190320453,1.6119281030727e-05,0.0002091975248201,Solyc10g051380.2,down,,
leaf,777.485835336935,2.01467937616009,0.609386056462918,1.62184084787585e-05,0.0002102131168463,Solyc01g104950.3,up,,
leaf,1084.68456722076,-1.01249943889106,0.282166277107593,1.62858023319158e-05,0.0002108153152759,Solyc02g082060.2,down,,
leaf,195.104635897124,-2.12947676632884,0.665693167962911,1.64362800694178e-05,0.0002126265595107,Solyc06g024210.2,down,,
leaf,172.83844792267,1.26374378144822,0.347261527452907,1.64983352978161e-05,0.0002132923424702,Solyc05g014390.3,up,,
leaf,743.871288754994,1.45366329941401,0.401373004754457,1.67791258157123e-05,0.0002167752785425,Solyc07g065320.3,up,,
leaf,305.792289090786,-1.29727803109491,0.356813906035918,1.68000302752911e-05,0.0002167752785425,Solyc08g006590.2,down,,
leaf,11.7531316333417,-1.98341795572805,0.597817644265784,1.69034895811861e-05,0.0002176918715756,Solyc09g050020.2,down,,
leaf,1793.79499575498,1.10760469942176,0.307550697883745,1.7087809194184e-05,0.0002197845803251,Solyc01g105560.3,up,,
leaf,29.9410003446598,-1.52861818727692,0.425743944315297,1.73605038355328e-05,0.0002227231007995,Solyc06g069130.3,down,,
leaf,93.6312944686707,-1.78033783684706,0.514526025560092,1.7479192432901e-05,0.000224103051549,Solyc01g097380.2,down,,
leaf,3771.34367783752,1.15163351775544,0.319700761467732,1.76754137838747e-05,0.0002260432917046,Solyc04g025650.3,up,,
leaf,937.54879157296,1.06845106185456,0.298292024314722,1.7658406665203e-05,0.0002260432917046,Solyc10g051390.2,up,,
leaf,5.42780038896569,-2.62908600879522,1.01101144512954,1.78110692137312e-05,0.0002274892556138,Solyc10g048065.1,down,,
leaf,73.1086930478523,-1.00341200022093,0.281826821321184,1.7890619748499e-05,0.0002282158726879,Solyc08g062960.3,down,,
leaf,466.919894361916,-1.13872761677627,0.31702810801083,1.81493707031114e-05,0.0002312236715383,Solyc04g009900.3,down,,
leaf,158.075706179103,2.54843404216928,0.942702230730704,1.81962306793062e-05,0.0002316741329599,Solyc09g083440.3,up,,
leaf,4396.79082337275,-1.42905305306182,0.397197954137968,1.84239518786238e-05,0.0002338639866604,Solyc08g082120.2,down,,
leaf,4.30981033481386,1.62073676168872,0.459374538430936,1.87701625281587e-05,0.00023777348477,Solyc03g026360.1,up,,
leaf,42.6838441387621,1.09897008659328,0.307681797515089,1.88460780300278e-05,0.0002378431727323,Solyc01g073880.2,up,,
leaf,5.71042394764934,1.26319532308073,0.350873012265794,1.88392010795056e-05,0.0002378431727323,Solyc02g081530.1,up,,
leaf,34.4647113593703,2.1518547788692,0.689806987459548,1.91410307055717e-05,0.0002403607484237,Solyc02g087980.3,up,,
leaf,318.402609262275,1.1261770118558,0.315557096357972,1.94886247807897e-05,0.0002439651214012,Solyc10g050890.2,up,,
leaf,19.9010285746782,-1.99994476426483,0.615103160356995,1.95262472841914e-05,0.0002441326336425,Solyc03g097580.3,down,,
leaf,3.78301723225838,1.47698032486224,0.414108724820259,1.96715668340382e-05,0.0002453403710038,Solyc08g005690.1,up,,
leaf,42.8021709010575,1.71244412089126,0.494616754921471,1.97416849967312e-05,0.0002460625118837,Solyc09g092715.1,up,,
leaf,252.36523444966,1.31981292251739,0.368293521070059,2.00148719916478e-05,0.0002490052820603,Solyc05g012900.3,up,,
leaf,156.259002429894,-1.35564158487747,0.379107649282055,2.04158080662833e-05,0.0002530922514195,Solyc01g095980.3,down,,
leaf,262.709013297136,-1.47147191303574,0.41375796916446,2.0418772145602e-05,0.0002530922514195,Solyc01g106310.3,down,,
leaf,17.0113040885455,1.71934764595724,0.499624067173312,2.07453845206592e-05,0.0002568245451844,Solyc11g012020.2,up,,
leaf,216.055656045929,1.2878047522475,0.360778499285548,2.0964923047796e-05,0.000259064711674,Solyc03g031980.3,up,,
leaf,25.2477271559151,-1.65817626793415,0.477921592513581,2.1174375104196e-05,0.0002608825057459,Solyc06g048840.3,down,,
leaf,49.7673536037202,1.32448027049702,0.371494805247011,2.12552807648778e-05,0.0002616894041358,Solyc11g010990.2,up,,
leaf,428.605422173286,-1.56366580111738,0.445503201217429,2.14499372548807e-05,0.0002636025846173,ENSRNA050030068,down,,
leaf,82.7604678662836,-2.03372437628235,0.638404501497544,2.14918558507793e-05,0.0002637958321428,Solyc02g072540.3,down,,
leaf,140.974230435343,-1.7351218220225,0.508454448222447,2.19304015305052e-05,0.0002686874377295,ENSRNA050030080,down,,
leaf,3999.7730219276,-1.28063266529176,0.360235797509045,2.19889548628283e-05,0.0002692410509708,Solyc05g006860.3,down,,
leaf,11.7957680997151,-1.41101851548218,0.398146966991197,2.21421109218687e-05,0.0002704587011451,Solyc06g070960.2,down,,
leaf,134.123709788941,1.24284309260958,0.350156089017312,2.22381824694623e-05,0.0002708110467351,Solyc02g077480.1,up,,
leaf,6.53033920414341,1.5835036134668,0.453738518488757,2.22280546453262e-05,0.0002708110467351,Solyc07g006045.1,up,,
leaf,18.064787407223,-1.69814744359377,0.495045874683932,2.22536113171019e-05,0.0002708351898181,Solyc06g050530.3,down,,
leaf,43.7567731649334,1.10740798029864,0.314136329693274,2.23798652217765e-05,0.0002719862818126,Solyc02g093040.3,up,,
leaf,43.4770208587068,1.20521327206343,0.340223342532155,2.24551349285678e-05,0.0002726288895305,Solyc02g085285.1,up,,
leaf,116.008627511793,1.65522835816476,0.480643391098782,2.29790005101346e-05,0.0002783113131012,Solyc12g014140.2,up,,
leaf,299.727964013824,1.14504311490581,0.324950551143047,2.31353299103375e-05,0.0002795391811961,Solyc01g074040.2,up,,
leaf,231.862209824855,1.97680331483078,0.616078599060529,2.31347346007236e-05,0.0002795391811961,Solyc11g018800.2,up,,
leaf,1726.25403955397,-1.04495559909484,0.298940038595197,2.35661981075664e-05,0.0002844040516971,Solyc04g078420.1,down,,
leaf,120.920590229057,2.17213606129768,0.720475453801978,2.36464432933392e-05,0.000284919772447,Solyc01g087810.2,up,,
leaf,763.694599040354,-1.55695516383099,0.44745183464094,2.37320680854233e-05,0.0002857210492388,Solyc01g108240.3,down,,
leaf,18.2830025715947,2.45902978062599,0.916292459062614,2.37613715532855e-05,0.0002859029544959,Solyc07g061750.3,up,,
leaf,40.0250408593647,-1.60582985214296,0.464643326699093,2.38785586445715e-05,0.0002871100240131,ENSRNA050030064,down,,
leaf,26.0133974162759,-1.97996829013856,0.619935632511222,2.38901995951792e-05,0.0002871100240131,Solyc07g051860.1,down,,
leaf,60.6473688556011,1.18043278562222,0.335393073145697,2.39792127914226e-05,0.0002880035481521,Solyc05g013290.1,up,,
leaf,185.78920614844,-1.13796477141643,0.32403771169937,2.39931463508731e-05,0.0002880035481521,Solyc07g042500.3,down,,
leaf,108.361644511634,1.30420196566886,0.369768645080608,2.41305688674994e-05,0.0002892613426767,Solyc01g087790.2,up,,
leaf,2274.24558619299,1.11442208407885,0.317937109884072,2.41410146479807e-05,0.0002892613426767,Solyc12g005860.2,up,,
leaf,1606.40682990647,-1.94141723839663,0.602390314480376,2.41771922984224e-05,0.0002895225964773,Solyc02g078650.3,down,,
leaf,24.8812200123177,1.53881915433881,0.442368108760043,2.43276210074993e-05,0.0002909779942595,Solyc01g057685.1,up,,
leaf,32.852283671413,-1.41586356423081,0.403053792155561,2.43811436380182e-05,0.0002914451009833,Solyc02g082767.1,down,,
leaf,89.1823247549817,-1.74653432163031,0.518515699834527,2.43975377974532e-05,0.0002914680939005,ENSRNA050029739,down,,
leaf,81.0733883273638,1.8460707062818,0.560537372805211,2.46444333886622e-05,0.0002942431400796,Solyc07g008570.3,up,,
leaf,17.801566550524,-1.25916228063374,0.357912007638431,2.47814300358021e-05,0.0002953535880361,Solyc06g071725.1,down,,
leaf,5.25714118145463,1.82474634607163,0.551651063381811,2.47682756014708e-05,0.0002953535880361,Solyc11g069730.1,up,,
leaf,194.087409921687,1.16279038684086,0.331695647693848,2.49034109394499e-05,0.0002961876497299,Solyc06g075010.3,up,,
leaf,89.9321407110226,1.14540665343461,0.327035392424942,2.49102312899708e-05,0.0002961876497299,Solyc12g019410.2,up,,
leaf,603.738430500283,1.00670746536376,0.290219631969056,2.50794151396577e-05,0.000297496807858,Solyc01g112220.3,up,,
leaf,24.8733534197787,-1.33156056124437,0.378881171981535,2.50668536106293e-05,0.000297496807858,Solyc06g069460.2,down,,
leaf,47.9267524144297,1.0005117796501,0.288717481434925,2.52545691145904e-05,0.0002990461676108,Solyc04g080200.3,up,,
leaf,23.8989564853785,1.10880268929021,0.317726399627973,2.53603918205975e-05,0.0003001228037899,Solyc01g005260.3,up,,
leaf,14.489199202258,1.04662915078086,0.301305254113095,2.55173281825804e-05,0.0003016256010877,Solyc02g091710.3,up,,
leaf,1913.35219600032,-1.72030619694666,0.510862818290835,2.56843156730382e-05,0.0003034213995814,Solyc11g011340.2,down,,
leaf,674.768770097684,-1.14435289835678,0.327615615445189,2.57126277394493e-05,0.0003035778123845,Solyc02g071800.3,down,,
leaf,21.1734859639288,2.42601544967994,0.903771563111822,2.58270170434607e-05,0.0003047497230752,Solyc02g080330.3,up,,
leaf,155.258996176251,-1.31101290468284,0.374353500801362,2.61690219231102e-05,0.0003080633778932,Solyc09g075140.3,down,,
leaf,28.5849089897286,-1.10832644616593,0.318531959049715,2.62775390648117e-05,0.000309160158787,Solyc11g072670.1,down,,
leaf,519.375401923664,-1.09975938029462,0.316285760234587,2.63262171178667e-05,0.0003095520520654,Solyc01g095530.2,down,,
leaf,122.205491451323,1.07139795833698,0.308850213391816,2.648614080886e-05,0.0003112507865647,Solyc10g005880.3,up,,
leaf,73.1558248603699,1.27395774318409,0.364357299110451,2.66622142213846e-05,0.0003129547312628,Solyc08g074970.1,up,,
leaf,599.778777058399,1.08196007298967,0.311927648949721,2.67457869885668e-05,0.0003135702220743,Solyc10g080940.2,up,,
leaf,124.969834419453,-1.6678279327924,0.493184341254308,2.70128403111631e-05,0.0003161491165296,Solyc04g079820.3,down,,
leaf,10.461941191736,-1.22702575927603,0.351678104625494,2.70860527336956e-05,0.0003168218781429,Solyc07g008520.3,down,,
leaf,77.9383697556129,1.48916286132127,0.431045662739711,2.75847999249187e-05,0.0003217215055516,Solyc08g078207.1,up,,
leaf,258.083458010879,-1.84756351532479,0.569036555281919,2.79190842003926e-05,0.0003252436055316,ENSRNA050030096,down,,
leaf,230.927019286508,1.12990679419563,0.326115104067072,2.8065633194999e-05,0.0003265730697941,Solyc12g009510.2,up,,
leaf,306.614256540843,-1.16463441710161,0.3358921365633,2.83997313528432e-05,0.0003296987832328,Solyc03g095510.3,down,,
leaf,175.613953509564,-1.85495692584431,0.573403252863433,2.83754561543319e-05,0.0003296987832328,Solyc03g116530.3,down,,
leaf,4083.12147486285,1.21316719790211,0.349349133968972,2.84831180928055e-05,0.0003302861051383,Solyc08g068870.3,up,,
leaf,100.939086613925,-1.40025149299718,0.404325881543355,2.87658301185483e-05,0.000333372468497,Solyc04g006950.3,down,,
leaf,203.284958774446,-1.04388383670569,0.303928309938717,2.92320996076256e-05,0.0003374171634938,Solyc01g081440.3,down,,
leaf,57.6757298354986,-1.33260258202829,0.384400752352257,2.92213415824198e-05,0.0003374171634938,Solyc09g061410.1,down,,
leaf,576.413808493809,-1.01779982064453,0.296916156423536,2.9311670478957e-05,0.0003381418481026,Solyc11g006020.2,down,,
leaf,51.5347800030767,1.57268200996373,0.46236688636046,2.94249568092376e-05,0.0003392544247576,Solyc02g089050.3,up,,
leaf,1730.58816516355,2.43701042393521,0.941449255138101,3.00017445952353e-05,0.0003447205588347,Solyc12g013710.2,up,,
leaf,5.30286131998607,-2.17494932778721,0.747265093213164,3.00621103278556e-05,0.0003450205277627,Solyc00g126000.1,down,,
leaf,25.5070357621363,-1.35293890499311,0.391657609481752,3.02093416329019e-05,0.0003461186343401,Solyc01g066200.1,down,,
leaf,1229.20838188062,-1.3739248973756,0.398001956675172,3.0182468956205e-05,0.0003461186343401,Solyc01g098130.2,down,,
leaf,505.211646583292,-1.05529800323481,0.308374937791868,3.08226746164695e-05,0.0003523441044976,Solyc09g010680.3,down,,
leaf,5.60974033239895,-2.62961400817263,1.36728227846758,3.09166117555931e-05,0.0003532174668072,Solyc10g055470.2,down,,
leaf,1246.15742012062,-1.77468126650061,0.543828629307342,3.10317638813856e-05,0.0003543221584625,Solyc03g098010.3,down,,
leaf,94.0737000306309,-1.16083152883036,0.337686867645462,3.13310374728736e-05,0.0003567872547931,Solyc06g050715.1,down,,
leaf,609.479359947353,-1.16393485881698,0.338871502129147,3.16821498674613e-05,0.0003601252046446,Solyc11g008540.2,down,,
leaf,94.34422617747,2.55190473005237,1.08637450755408,3.17953309102066e-05,0.0003609969936741,Solyc07g006560.3,up,,
leaf,281.477252882404,-1.15153954041137,0.335771821776192,3.20403113704437e-05,0.0003627633230036,Solyc01g096400.3,down,,
leaf,863.256821626896,1.52768908324316,0.450944455496143,3.24068902616226e-05,0.0003667076312638,Solyc11g068710.2,up,,
leaf,809.676547584591,-1.73035587728085,0.527980497330139,3.25257095516603e-05,0.0003676390806899,Solyc03g098100.3,down,,
leaf,103.195651813564,-1.41507912678773,0.413768666328783,3.25988949664311e-05,0.0003682596424082,Solyc03g119630.3,down,,
leaf,176.899438770249,1.0520322750303,0.308948943497464,3.26204000580809e-05,0.0003682960190414,Solyc03g118270.1,up,,
leaf,6.46244083353254,-1.85013567017569,0.581283765866276,3.29712720682971e-05,0.0003720489422967,Solyc00g125980.1,down,,
leaf,38.8550042182467,1.77947182509507,0.550096687628157,3.32262291220379e-05,0.0003745328185371,Solyc03g083720.1,up,,
leaf,71.4570226771455,1.34982039448937,0.394368153082591,3.34127597950485e-05,0.0003763981027918,Solyc10g038080.2,up,,
leaf,85.2870579172614,1.3913534580161,0.407378286250785,3.35448008590555e-05,0.0003776743314159,Solyc10g083890.2,up,,
leaf,4.20319003034674,1.84690287408872,0.581301173828742,3.37027115972571e-05,0.0003790284851993,Solyc02g069930.1,up,,
leaf,76.2719955426629,1.19991565442555,0.350963093479774,3.3884321235025e-05,0.0003804336668427,Solyc02g076930.2,up,,
leaf,22.0550797001179,-1.41701647177857,0.415968172433949,3.39272823100069e-05,0.0003807037996034,Solyc10g076820.2,down,,
leaf,8.66467429274315,-2.05693860241764,0.690486501584428,3.42095411219996e-05,0.0003830175526844,Solyc00g022103.1,down,,
leaf,6906.00304218003,1.19141019666424,0.348910419150055,3.42662760769365e-05,0.0003834396293009,Solyc09g091670.3,up,,
leaf,254.911254441873,-1.55312402035375,0.462687702248449,3.44248068796577e-05,0.000384999700261,Solyc08g081810.3,down,,
leaf,528.346316643448,-1.01357592640468,0.299861317252557,3.46033656506512e-05,0.0003866497127295,Solyc08g016080.3,down,,
leaf,5.43255714288548,1.7599965616491,0.544443626257581,3.47406849328047e-05,0.0003876713993997,Solyc12g087860.2,up,,
leaf,19.8678690319549,-1.71185894146409,0.524198335024112,3.47646228363e-05,0.0003877237171477,Solyc08g081457.1,down,,
leaf,1764.28615395937,-1.37596794946695,0.404052724615123,3.48764058052736e-05,0.0003887551553568,Solyc12g013620.2,down,,
leaf,4.44420100700797,-2.51643907861631,1.07855799369968,3.57884918848686e-05,0.0003976016566712,Solyc02g087670.3,down,,
leaf,29.1334210121926,2.57579355019825,1.1946119715536,3.57730030467973e-05,0.0003976016566712,Solyc12g096780.2,up,,
leaf,35.5720945138599,1.1439387661381,0.337041125686275,3.59538490387788e-05,0.0003992185376731,Solyc12g057030.2,up,,
leaf,337.683257542692,1.01600576157823,0.301626089826682,3.61253410286016e-05,0.0004009017184562,Solyc06g062670.3,up,,
leaf,17.0125944389413,1.95494943768731,0.639817074736234,3.6155596750171e-05,0.0004010165362015,Solyc04g076310.3,up,,
leaf,19.840778960529,1.35366041716433,0.399391984624191,3.70323721687944e-05,0.00040961342132,Solyc01g087840.3,up,,
leaf,27.3971949124691,2.25981233087071,0.832511266021936,3.7176177259555e-05,0.000410763846741,Solyc05g009880.3,up,,
leaf,4.76117589684335,-2.27111126237504,0.841801147908188,3.73496244540077e-05,0.0004124187410983,Solyc02g077575.1,down,,
leaf,161.758415385324,1.37992796054685,0.407974068017188,3.73678980490723e-05,0.0004124187410983,Solyc09g083380.3,up,,
leaf,383.506460461392,-1.08679187802177,0.322295224493438,3.74749456252843e-05,0.0004133736882718,Solyc05g053850.3,down,,
leaf,14.1093967486327,-1.61007781782473,0.488148356141648,3.76245066952219e-05,0.0004144575398507,Solyc04g014290.1,down,,
leaf,64.1441329477903,1.27223311433683,0.375274307352823,3.75955736889484e-05,0.0004144575398507,Solyc11g006230.2,up,,
leaf,74.211237988243,-1.02342852180033,0.30482706545737,3.7747323574759e-05,0.0004154446912812,Solyc02g072210.1,down,,
leaf,5.70407817338964,-1.40730018035736,0.41729119665312,3.78935072569711e-05,0.0004166217375381,Solyc04g007300.3,down,,
leaf,28.7644584608953,1.69576810972869,0.522976897317415,3.81542552659463e-05,0.0004192596887979,Solyc02g067680.1,up,,
leaf,24.9670844766914,-2.18346968907411,0.782813797021785,3.8546770013668e-05,0.0004226505398014,Solyc03g095700.1,down,,
leaf,304.011694269152,-1.23864455423471,0.366800561863578,3.91749729838098e-05,0.000428372587318,Solyc02g070580.1,down,,
leaf,6.91790571260813,1.1691375745843,0.346995196671851,3.94719792048484e-05,0.0004306850515406,Solyc04g005460.1,up,,
leaf,80.0237424907783,-1.37187461219703,0.40785538796128,3.97483069142502e-05,0.0004327623772253,Solyc11g011330.2,down,,
leaf,8.87620678863031,1.25298986648507,0.371691318063727,3.99539816531183e-05,0.0004345319106139,Solyc06g072310.3,up,,
leaf,61.1437937864084,-1.55299276780077,0.470001491456589,4.00977030581422e-05,0.0004358596519142,Solyc03g115770.3,down,,
leaf,10.7513383104158,-1.82939567983376,0.585521551669665,4.01758968993569e-05,0.000436238768381,ENSRNA050030062,down,,
leaf,7.06960974832299,-2.13858390172123,0.759434797822306,4.0685840861312e-05,0.0004410625439335,Solyc05g009730.1,down,,
leaf,268.213394330436,-1.89971868296045,0.62158606486554,4.0953905249321e-05,0.0004437297254071,Solyc02g093180.3,down,,
leaf,110.967748341357,-1.13824557947358,0.339422114333405,4.10530833340598e-05,0.0004443262786215,Solyc10g006330.3,down,,
leaf,10.4821380181545,1.55147020007435,0.471044781247394,4.1413193252154e-05,0.0004475024348094,Solyc02g076830.1,up,,
leaf,6819.74010749772,-1.25532268449976,0.373665634153023,4.14557261058829e-05,0.0004477218419435,Solyc01g110360.3,down,,
leaf,34.8846889073773,1.24643993297289,0.371255383972329,4.1725222024792e-05,0.000450149663644,Solyc09g083090.3,up,,
leaf,139.491652908096,1.52268844594124,0.462067478957372,4.27241326954689e-05,0.0004590737225205,Solyc02g077590.1,up,,
leaf,30.4441011694615,1.06131310454591,0.318825902683623,4.27347447982309e-05,0.0004590737225205,Solyc09g009810.1,up,,
leaf,290.353974977219,1.17719421424065,0.351946997711309,4.28957541054406e-05,0.0004603123490632,Solyc03g093410.3,up,,
leaf,84.9715116816445,-1.67354941301455,0.520951576856132,4.30874100446984e-05,0.0004616311771916,Solyc09g005840.1,down,,
leaf,12.4120408169124,1.3138662385405,0.393317886095743,4.36684325916282e-05,0.0004667992241989,Solyc11g011940.2,up,,
leaf,52.7150379772399,2.18729494926789,0.803753567413748,4.40379975285569e-05,0.0004693192308043,Solyc09g075360.3,up,,
leaf,53.6481964962562,1.15707142507277,0.347013275577237,4.40762375943279e-05,0.0004694783593997,Solyc05g055400.3,up,,
leaf,35.817890728976,1.34958012151972,0.405036984513041,4.4254239479264e-05,0.0004711252069721,Solyc01g097290.3,up,,
leaf,32.6711366366679,-1.37402374811765,0.413048085207683,4.44482775192559e-05,0.0004726912385389,Solyc11g012980.1,down,,
leaf,9.16311806864326,-1.30836101451323,0.39234167672663,4.45135854528013e-05,0.0004728864125476,Solyc02g091800.3,down,,
leaf,141.281891956957,-1.05328282304752,0.317783614897137,4.46571181967454e-05,0.0004737966880896,Solyc02g062610.3,down,,
leaf,892.677671421602,-1.75384368377451,0.558012057695399,4.4692196551447e-05,0.0004737966880896,Solyc06g024245.1,down,,
leaf,21.4623892551033,1.2107436128116,0.363043448337444,4.46467330577374e-05,0.0004737966880896,Solyc09g010510.3,up,,
leaf,173.678998810895,1.06982925783269,0.322665070892842,4.49318288259279e-05,0.000475823815043,Solyc04g045600.3,up,,
leaf,408.713624716582,-1.40457497351833,0.424018342427895,4.54791787388378e-05,0.0004813671141133,Solyc01g109120.3,down,,
leaf,275.242692762638,-1.06471888843941,0.321603530122518,4.55538032299071e-05,0.0004819037314373,Solyc01g111040.3,down,,
leaf,55.4182285742111,1.69205655977264,0.532756230083482,4.60154905691649e-05,0.0004854237769063,Solyc11g069020.2,up,,
leaf,6.57570612685982,-2.40914772030081,1.02054460994153,4.64055282698562e-05,0.000488859911303,Solyc09g091040.3,down,,
leaf,257.770286003972,1.66208192606666,0.520717333819631,4.64810139188585e-05,0.0004892963150306,Solyc01g099410.3,up,,
leaf,13.4599585737545,1.59581691810215,0.49396242448438,4.64955390213775e-05,0.0004892963150306,Solyc12g098630.2,up,,
leaf,290.250108407652,-1.4460874366645,0.439099207192479,4.65750878047181e-05,0.0004898775031658,Solyc06g050440.3,down,,
leaf,309.082745212002,-1.29425894860148,0.390066539649473,4.70308891988425e-05,0.0004938978989797,Solyc10g007900.3,down,,
leaf,1530.76971192126,1.14678175243678,0.346145250631921,4.7090374375123e-05,0.0004942648883083,Solyc03g111310.3,up,,
